"X","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage","Resp"
84343,2004,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.369215857,78.98167452,37.418
452636,2009,36,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.857332496,128.6804882,35.817
233211,2006,50,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4,54.59815003,38.368
233851,2006,34,"5. Separated","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.903089987,134.7053751,29.12
12233,2005,34,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.653212514,104.9215065,27.923
12501,2005,55,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.626186335,277.6014175,52.246
153789,2003,39,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.35945602,78.21457569,36.272
87826,2004,40,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.414973348,82.6796373,38.23
8875,2005,32,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.763427994,117.1468169,37.103
229950,2006,63,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.77815125,118.8843593,42.325
85730,2004,38,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.698970004,109.8339856,28.455
377504,2008,67,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.079181246,59.09706408,42.132
13650,2005,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.755874856,116.2653241,37.033
155246,2003,31,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.113943352,61.18752643,33.336
227999,2006,41,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.740362689,114.4757133,27.566
157775,2003,47,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.361727836,78.3924668,38.283
453565,2009,61,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.806179974,122.2636739,41.01
8927,2005,61,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.4131591,42.044
380898,2008,21,"2. Married","4. Other","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4,54.59815003,31.446
85375,2004,22,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.190331698,66.04469423,29.077
153469,2003,53,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.843855423,126.9578857,38.729
83341,2004,47,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.397940009,81.28325328,38.806
8279,2005,36,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.851258349,127.901233,36.834
307337,2007,36,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.477121255,87.98103279,30.153
13148,2005,42,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.812913357,123.0896998,38.269
84841,2004,54,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.653212514,104.9215065,27.107
85515,2004,27,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.477121255,87.98103279,34.876
86629,2004,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.880813592,131.7378012,36.462
231027,2006,35,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.301029996,73.77574327,29.756
157246,2003,60,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.653212514,104.9215065,39.477
13588,2005,42,"5. Separated","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.517459827,91.60261566,28.051
376203,2008,41,"2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.812913357,123.0896998,35.782
83057,2004,35,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.880167384,131.6526987,32.19
230814,2006,34,"1. Never Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.735189959,309.5717713,42.261
305515,2007,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.257894469,70.66104767,28.201
307267,2007,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.440909082,84.85204409,37.629
88046,2004,59,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.633468456,102.8702469,41.697
302698,2007,29,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.643452676,103.9024706,27.749
232536,2006,32,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.544068044,94.07271475,29.037
158406,2003,49,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.857332496,128.6804882,37.995
452654,2009,30,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.666517981,106.3268649,27.684
155330,2003,33,"1. Never Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.597695186,99.25528683,28.069
307313,2007,51,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.892094603,133.2323508,39.962
159448,2003,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.361727836,78.3924668,35.622
155833,2003,46,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.875061263,130.9821774,38.919
307280,2007,63,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.698970004,109.8339856,42.021
7401,2005,41,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.568201724,96.37065283,36.097
11845,2005,40,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.698970004,109.8339856,39.52
307683,2007,46,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.641005851,281.7459706,49.773
8589,2005,45,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.544068044,94.07271475,29.889
375802,2008,48,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.301029996,200.5432623,33.64
305144,2007,28,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.477121255,87.98103279,33.405
453214,2009,65,"4. Divorced","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.477121255,87.98103279,29.436
8360,2005,50,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.579783597,97.49329405,28.048
377324,2008,53,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.681241237,107.9039239,39.918
302793,2007,48,"2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.561101384,95.68881191,38.751
154537,2003,30,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.698970004,109.8339856,35.727
232060,2006,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.470351679,87.38744997,36.759
83048,2004,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.486742096,88.83156917,38.426
376922,2008,55,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.113943352,166.3249412,41.304
87672,2004,35,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.550668541,94.69569513,37.485
234303,2006,33,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.806179974,122.2636739,35.36
374328,2008,41,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.886490725,132.4878211,29.684
158629,2003,34,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.568201724,96.37065283,38.095
231349,2006,33,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.491361694,89.24288466,35.296
377297,2008,49,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.397940009,81.28325328,29.995
230086,2006,62,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.301029996,73.77574327,40.798
81256,2004,31,"1. Never Married","2. Black","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.698970004,109.8339856,29.909
306063,2007,43,"4. Divorced","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.606166315,100.0996625,28.392
378700,2008,43,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.899820502,134.2656772,38.268
86261,2004,43,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.51851394,91.69922611,27.738
450507,2009,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.696356389,109.5472966,39.097
159849,2003,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.255272505,70.47601965,38.456
301682,2007,50,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.971234088,144.2047389,40.655
448787,2009,29,"1. Never Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.602059991,99.6894637,28.229
82646,2004,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.544068044,94.07271475,40.866
81754,2004,46,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.477121255,87.98103279,29.189
14268,2005,40,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.544068044,94.07271475,27.957
85704,2004,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.397940009,81.28325328,38.683
233733,2006,54,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.748188027,115.3750386,40.165
229393,2006,38,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.681241237,107.9039239,28.768
83536,2004,32,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.619093331,101.4020523,36.155
375861,2008,28,"1. Never Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.973137094,144.4794227,30.613
14368,2005,33,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.977723605,145.1436012,29.365
85295,2004,44,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",5.096910013,163.515864,39.362
231204,2006,41,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.397940009,81.28325328,38.493
13498,2005,31,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.698970004,40.40566526,22.245
302692,2007,48,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.579783597,97.49329405,29.889
307635,2007,50,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.763427994,117.1468169,38.513
83924,2004,47,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125,118.8843593,37.363
80239,2004,31,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.431363764,84.04595765,36.726
379220,2008,40,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.486572151,88.81647397,35.813
453870,2009,54,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.462397998,86.69515483,28.761
85521,2004,24,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.322219295,75.35567932,30.667
9738,2005,34,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.591064607,98.59934386,37.789
157529,2003,65,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.477121255,87.98103279,43.287
307581,2007,28,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.697229343,109.6429681,35.057
380007,2008,30,"5. Separated","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.380211242,79.85490031,28.461
453715,2009,45,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",5.113943352,166.3249412,39.908
381016,2008,35,"5. Separated","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.934498451,139.0034081,30.414
8356,2005,46,"2. Married","4. Other","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.977723605,145.1436012,37.541
156461,2003,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.447158031,85.38394038,39.26
380325,2008,71,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.602081706,99.6916284,42.576
156598,2003,39,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.875061263,130.9821774,36.444
450872,2009,41,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.230448921,68.74808773,28.039
305335,2007,33,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.939519253,139.7030715,35.802
449727,2009,76,"4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,31.538
452029,2009,20,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.342422681,76.89360252,28.569
232822,2006,34,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.903089987,134.7053751,36.603
158958,2003,26,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.602059991,99.6894637,27.199
233370,2006,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,40.08
161344,2003,25,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.380211242,79.85490031,32.75
233394,2006,62,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.857332496,128.6804882,39.477
233584,2006,37,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.197280558,180.7799522,38.291
448801,2009,37,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.544068044,94.07271475,27.71
